,hs_class,text
11242,positive,pada bagian belakang tersusun kata indonesia di atas warna dasar bendera indonesia merah putih dengan menyematkan keberagaman budaya disetiap hurufnya yaitu tarian saman kain sasirangan khas banjarmasin tarian yang berasal dari bali wayang kulit barong lompat batu dari nih
11243,positive, saya belo kok tidak sipit 
11244,positive, wkwk lahiran bohongan ochu xf0 x9f x98 xad yang hamil sipit 
11245,positive, sebagai melayu kita haruslah meletakkan dosa pada tempatnya sebagai contoh yang paling utama ialah tudung sewajarnya kita tek xe2 x80 xa6 
11246,positive,akibat tidak memiliki ilmu itu akan menjadi penyebab bisnis dan investasi berisiko tinggi
11247,positive, pengetahuan tidak dapat menggantikan persahabatan aku patrick lebih suka jadi idiot daripada kehilanganmu spongebob 
11248,negative, banyak cocot diam saja kamu komplotan tukang menghaluskan sama perebut laki orang saja kamu dukung 
11249,positive, eet sudah md3 itu wakil pemerintah juga hadir dan ikut membahas sudah sana cuci kaki dan belajar lagi ya 
11250,positive,belajarlah dari babi ngepet kalau malam cuma pakai lilin begitu hemat listrik 
11251,positive,sebenarnya kan bisa ditetapkan sebagai kawasan cagar budaya lalu buat peraturan rumah gadang di dalam kawasan tidak boleh diubah fungsi
11252,negative, ah kamu sudah dibayari ke luar negeri masih saja mengeluh dasar tidak bersyukur dan kontol 
11253,negative, kalau itu gue juga tau tidak be anya bolot 
11254,negative, bubarkan dewan perwakilan rakyat tak ada manfaatnya menghambat kemajuan penegakan hukum negara kesatuan republik indonesia
11255,negative,di dalam tubuh pak ai keadilan sejahtera ada koreng yang harus di obati kalau tidak akan semakin menggerogoti pak ai keadilan sejahtera xf0 x9f x98 xaa xf0 x9f x98 xaa uniform resource locator
11256,negative,pernyataan lain presiden diktator diulang ulang lagi oleh kelompok te entu kamu punya sama phone kan harusnya kamu sama lihat ciri ciri negara yang dikuasai diktator korea utara googling semua keadaan di sana silakan bandingkan dengan indonesia masuk akal
11257,negative,maklum rezim anti islam uniform resource locator
11258,negative, fuck teroris buddha myanmar 
11259,positive, astagfirullah jahatnya rezim 
11260,positive, xe2 x80 x9cyang menyebabkan agama itu cacat ialah hawa nafsu xe2 x80 x9d hari asy syifa
11261,negative,ramos yang aku pandang idola dahulu sekarang sudah ku anggap jijik babi kmk 
11262,positive, pagelaran budaya minangkabau 2018 event paling spektakuler dan terbesar yang dinantikan 
11263,negative, semenjak di bego begoin sama ustaz felix nih orang bukannya makin baik tetapi tolol nya makin menjadi mungkin kebanyakan menjilat tokai 
11264,positive, belum lagi nabi muhammad seorang pedagang nabi bahkan dalam catatan sejarah pernah ke syam bahkan suku badui saja punya kebiasaan mengenakan sarung kamu kira makkah dan madinah dekat pakai onta zaman itu 
11265,positive,apakah ini hoaks colek 
11266,negative, iya jangan mau dia cuma pencitraan saja unggah unggah begitu dihhh di personal nya salty in jiun mulu sompret 
11267,positive,sampai gue sudah dengar dengar meminta ke katolik terbagus juga tapi ayah gue percaya amatan sama sekolah menengah pe sama negeri yang katanya terbagus pasrahlah 
11268,positive, saya sama contact person adalah baik baik saja malah saya lebih suka begini hubungan yang lalu malah kayak sampah saya mengaca dengan hubungan lalu saya merasa lebih dewasa sekarang saat sama dia hmmm 
11269,negative, itu islam sontoloyo anna puasa bulan syawal lebarannya bulan suro perayaannya di tempat setan sepe i laut selatan gunung kawi 
11270,negative, gila kamu ndro pelepasa xc3 xb1 saham disamakan dengan proklamasi kemerdekaan saking pintarnya merangkai kata atau keblinger nih bani onta 
11271,negative, dibiayai oleh uang negara hanya untuk hasil yang namanya sampah
11272,negative, kalau ingin benar bentar pak ai komunis indonesia tidak ada di indonesia bubarkan pak ai demokrasi indonesia perjuangan 
11273,negative, pak saya harap anda membuktikan islam damai dan terbuka sepe i yang selalu anda katakan
11274,negative, menyerah saja sudah nih rezim rusak semuanya dan n2019 ganti presiden 
11275,negative,i just menyadari jangan jangan admin gerindra itu antek bego yang sengaja disusupkan biar gerindra kelihatan makin bego di media sosial 
11276,positive,di cina contohnya seiring meningkatnya beras sintetis jagung sintetis dan lain lain produk yang ber label halal menjadi solusi tersendiri bagi masyarakat cina yang tidak ingin te ipu dan pasar inilah yang telah diisi oleh malaysia di sana 
11277,negative, siapapun yang mengelola perkara sistem tiket masuk ke bromo tengger semeru ini memang biadab idiot pantek jembat 
11278,positive, 6 enam bani manusia itu masyarakat 
11279,positive, tidak cape itu kontol 
11280,positive, enak tug tidak memek iya 
11281,negative,jijik kunyuk mt gue tidak di balas sok suci cih 
11282,positive, bantu aku cari judul film ini dong xf0 x9f x98 x85 film tentang 4 orang pejalan kaki sepanjang 4000km tidak film tahun 2000an pokoknya lakon ceweknya mati di tengah gurun pasir n4 orangnya itu kabur menghindari negara negara komunis supaya bisa balik ke negaranya
11283,positive,menarik membaca berita sedih ini bahwa dari 9 kandidat 1 calon yang tidak dihambat 2 calon yang dihambat 20 tahun partai keadilan sejahtera
11284,negative,harga minyak dunia west texas intermediate sudah 71 dan berhenti sudah 81 asumsi pemerintah 48 dan direksi pe amina sudah ganti berkali kali di pemerintahan jokowi kasihan perusahaan ini buat mainan politikus kacrut 
11285,negative,he bukannya kader situ yang berbicara mulu lebih tepatnya mentwit mulu tanpa faedah uniform resource locator
11286,negative,buddha membunuh di myanmar
11287,positive, eksorsisme itu pengusiran setan dalam agama katolik kristen begitu 
11288,positive,doa anak yatim dan ulama janji allah itu pasti semoga juara afc dan liga amin
11289,positive, saya suka anies kasih kuliah pasti bagus saya dukung anies jadi dosen prof rektor itu memang kehebatan beliau bukan jadi gubernur
11290,positive,bagaimana ini menarik meskipun kaosnya be uliskan 2018 ganti gubernur jawa tengah namun semangat dan antusiasme untuk mengajak foto bersama pak tetap ada kami ganjar yasin
11291,negative,sontoloyo itu penggembala itik tapi istilah ini mengalami pergeseran makna tidak beres lambat dan sebagainya dan sama kayak bajingan itu sebenarnya pengendara cikar dan betul tidak mas 
11292,positive,kalau sampai ini benaran bom ya gue sudah tidak nge i lagi sama nalar orang yang mengebom sih siapa yang mau dia sasar kacau banget ini sasarannya ya terlepas mereka punya justifikasi tersendiri ya terkait sasarannya 
11293,positive,oleh karena itu untuk menunjukkan sebagai negara yang berdaulat sektor sektor ekonomi harus dikuasai oleh negara dan dipergunakan sebesar besarnya untuk kemakmuran rakyat bukan oleh negara asing yang tidak memedulikan pembangunan indonesia freepo 
11294,positive, sih cantik jago mengemut alias sepong kontol teteknya kelihatan jadi bikin sange ingin juga dong kontol kayak begitu xe2 x80 xa6 
11295,negative, iya kamu saja picek matanya orang gue cantik begini 
11296,positive,selamat pagi selamat dan semangat beraktivitas salam 2 periode untuk pak jokowi presiden joko widodo jokowi tercatat sudah merampungkan 30 proyek strategis nasional play station network yang terhitung sejak 2016 2017 apa saja tetap jokowi 2019 
11297,negative,kalau terjadi di sini saatnya kita usir cina dari negeri ini kecuali cina patriotik kayak gue
11298,positive,r fi ban motorku bocor nih bagaimana nanti aku pulang nf makanya pakai ini anti kerut anti bocor charm body fit chaaaaarrrmmmm malam romantis sarap 
11299,positive,di lini masa gue tidak ada yang dapat tiket terus ribuan tiket bisa full booked itu siapa tuyul 
11300,positive, aduh malah pura pura belum cape deh 
11301,positive, anyway mandangkan semalam ada orang back up sangat golongan elite dan kutuk orang yang suara out the ke tidak adilan from the ric xe2 x80 xa6 
11302,positive, efek asing 
11303,negative, 
11304,negative,apa apa eh kamu boca agama tau aturan tuhan dimana goblok dungu otak penuh tai sepe i onta 
11305,positive,sementara satu pintu antrean rata rata hanya bisa menampung sekitar 2 000 penonton dengan pengawasan dari empat petugas keamanan rab kamu kedanim
11306,positive, tidak cacat dalam a ian bagaimana it leaves scar on kamu but kamu can still heal from it kalau kamu merasa itu mengganggumu dalam berelasi dengan orang lain termasuk pasangan please see a psikolog konsultasi lah dan terapi ya 
11307,positive,di indonesia belum pernah lihat orang ateis di sini banyak culture shock dan selain menganggap tuhan itu tidak ada mereka juga menganggap agama hanya akan menjadi batasan bagi kebebasan masyarakat 
11308,negative, ini kehebatan dalam merusak bangsa uniform resource locator
11309,negative, malas kamu bau bandot 
11310,positive, tenaga kerja wanita tkl tenaga kerja indonesia belum disebut mbak ini tidak cuma ke negara tujuan kayak arab misal keluarga majikan jalan jalan ke amerika kita bisa di ajak mbak hehe xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 
11311,positive, ingin ngentot kamu dong 
11312,negative, ingin cepat pemilihan presiden nih biar tenang negara ini tanpa gaduh 2019 ganti presiden
11313,negative, cocoknya jadi pawang kuda terlihat bagaimana kuda kuda itu kala disentuhnya 
11314,positive,menangkal paham radikal yang banyak beredar di masyarakat membutuhkan dukungan sejumlah elemen tak terkecuali para penyuluh agama penyuluh agama diharapkan juga ikut berperan dalam menghalau berkembangnya paham radikal 
11315,negative,organisasi masyarakat yang tidak boleh dibubarkan oleh peraturan pemerintah pengganti undang undang karena yayasan lembaga bantuan hukum indonesia menganggap jokowi adalah pemimpin otoriter
11316,negative,dalang demo kemarin kelompok yang anti jokowi manfaatkan isu pak ai komunis indonesia meraih simpati umat islam untuk menyerang pemerintahan lagu lama bang 
11317,positive,kenapa berkata anjing dibilang mengumpat dan kasar bukannya anjing salah satu hewan piaraan yang lucu dan menggemaskan nek ra bisa tai we sudah tak pelihara 
11318,positive, tidak usah sok berbicara ekonomi sudah kalau bos kalian saja masih menunggak gaji karyawan buat mengangkut kader ke tempat acara tidak mampu bayar ca eran angkutan kota sih bayar listrik pun menunggak bereskan dulu ekonomi kalian ekonom
11319,positive,43 program 18 melindungi sepenuhnya seluruh produk warisan budaya ekspresi budaya tradisional dan hak cipta para seniman asyik menang asyik menang
11320,positive, bioskop diduduki 2 bocah poni lempar ditegur malah mengancam sudah kami tidak mau be engkar ke luar panggil secure xe2 x80 xa6 
11321,negative,hampir tiap hari stalk dia entah lah dari borang 6 tidak pandai stop bangkai 
11322,positive,yang mana di sekolah katolik tak pernah ada gue kalau ketemu teman yang smpnya di katolik terbagus itu minder habis 
11323,negative,agama tak bisa jadi pemersatu bangsa agama membangun manusia yang sadar akan bangsa tak mungkin dengan menyembah menyembah allah subhanahu wa taala
11324,positive,lalu setelah googling aku mengetahui fakta bahwa pakai wig buat perempuan yahudi yang sudah menikah sama halnya dengan muslimah yang pakai hijab untuk menutup aurat 
11325,positive,ingin bilang jancuk 
11326,positive,yang menghina orang tua apalagi ulama ya tidak kenal agama 
11327,positive,lelaki melayu nih biasa cik cik sekalian pakai seksi dikatanya zina mata tapi bila tengok porno dikatanya xe2 x80 x9celok lah daripada aku berzina xe2 x80 x9d sesungguhnya golongan ini bodoh macam tombol pintu 
11328,positive,besarnya ledakan bom hanya merusak bagian kecil belahan dunia coretan tinta pena mampu menghancurkan semua peradaban manusia 
11329,negative, susilo bambang yudhoyono tidak butuh dijelek menjelekkan memang sudah pimpinan kaum bobrok koruptor
11330,positive,di thailand mau menuntut ilmu dia tinggal di gereja kristen dan bantu bantu di sana selain itu sekolah juga katanya anaknya memang pintar dan sudah sering bawa medali buat sekolah 
11331,positive, oh dikira sudah tidak lagi tapi sekarang tidak ada hadiah pulsa dari iya lagi ya dulu ku pernah menang kamu 
11332,positive, wah nanti kamu saya pilih buat jadi presiden 
11333,negative, lah memang sekarang presiden nya prabowo tolol boleh goblok kurangi 
11334,positive,demokrasi terpimpin guided demokrasi xc2 xadcy ciri ciri demokrasi terpimpin yaitu dominasi politik presiden dan berkembangnya pengaruh komunis dan peranan tentara abri dalam panggung politik nasional 
11335,positive, anak anak papua juga anak kandung ibu pe iwi mereka berhak untuk diperhatikan mereka juga berhak dengan kepala tegak menatap masa depan terima kasih presiden gue pilih yang menggendong anak anak papua daripada yang digendong gendo
11336,negative, padahal beda layout picek 
11337,positive, jawa luas mas mbak om tante jabar banten jawa tengah diy jawa timur saya antara jawa barat banten di sini mayoritas anti pak ai demokrasi indonesia maksudnya jawa tengah yang pro pak ai demokrasi indonesia kalau itu benar adanya bung tomo dari jawa timur anti asing 
11338,positive,lit as fuck xf0 x9f x94 xa5 silit dientot xf0 x9f x8d x91 xf0 x9f x92 xa8 
11339,positive, xe2 x80 x9cya allah ampunilah dosaku dan hilangkanlah kepanasan hatiku dan lepaskanlah aku dari syaitan yang terkutuk xe2 x80 x9d 
11340,positive,info irak syiah sadis koalisi dengan komunis untuk menangkan pemilihan umum di irak dan tak menutup kemungkinan dapat terjadi di negara lain xe2 x80 x94 khawatir 
11341,negative,di gaji pulahan sampai ratusan juta bulan dan aset yang ada bukanya menambah tapi malah terjual dan berutang buat proyek pekerjanya malah tenaga kerja asing dan begitu banyak hasil bumi malah pilih untuk impo dan gara xe2 x80 x9d badut yang akrobat mulu xe2 x80 x99 hasilnya
11342,positive, mau be anya bang itu lambang telur cebong bukan xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad 
11343,positive, ayo ngentot sama aku 
11344,negative, siapa bilang dia ustaz pembual sinting dia 
11345,negative, mereka kira yang dibantai buddha teroris rohingya itu bukan manusia
11346,negative, hb bajingan go to hell erd kamu lil lil tak mau mati sudah tua menyusahkan orang 
11347,negative, indonesia lawyers club prabowo menyerang indonesia lawyers club sukses undang orang gila karena ahok kalah sampai lupa potong kuping gila gila gila gila gila benaran xf0 x9f x98 x81 
